起始城市缩写,到达城市缩写,公司,航班号,起飞机场,起飞机场缩写,到达机场,到达机场缩写,起飞时间,起飞时间戳,到达时间,到达时间戳,机型,日期,价格,最大折扣,满载,当前人数,起始城市,到达城市
AAT,URC,中国南方航空(集团)公司,CZ6684,阿勒泰机场,AAT,地窝堡国际机场,URC,11:10,201711011110,12:20,201711011220,AT7,2017/11/1,1864,0.27,260,251,阿勒泰,阿坝州,ABA,乌鲁木齐
AAT,URC,中国南方航空(集团)公司,CZ6842,阿勒泰机场,AAT,地窝堡国际机场,URC,21:10,201712152110,22:00,201712152200,AT7,2017/12/15,1750,0.1,270,263,阿勒泰,阿城,ACH,乌鲁木齐
AKU,URC,中国南方航空(集团)公司,CZ6862,阿克苏机场,AKU,地窝堡国际机场,URC,11:45,201712081145,13:35,201712081335,AT7,2017/12/8,3588,0.2,290,286,阿克苏,安吉,ANJ,乌鲁木齐
AKU,URC,中国南方航空(集团)公司,CZ6864,阿克苏机场,AKU,地窝堡国际机场,URC,16:45,201712111645,18:35,201712111835,AT7,2017/12/11,2382,0,210,204,阿克苏,安康,AKA,乌鲁木齐
AQG,CAN,中国南方航空(集团)公司,CZ3586,安庆机场,AQG,新白云国际机场,CAN,11:40,201711111140,13:25,201711111325,ERJ,2017/11/11,2335,0.5,200,195,安庆,阿克苏,AKU,广州
BAV,BJS,上海航空公司,FM2946,包头机场,BAV,南苑机场,NAY,20:30,201712072030,21:30,201712072130,737,2017/12/7,1584,0.1,100,92,包头,阿勒泰,AAT,北京
BAV,BJS,中国国际航空公司,CA1122,包头机场,BAV,首都国际机场,PEK,20:25,201711162025,21:40,201711162140,738,2017/11/16,2901,0.5,290,287,包头,阿图什,ATU,北京
BAV,BJS,上海航空公司,FM2910,包头机场,BAV,南苑机场,NAY,17:00,201711261700,18:00,201711261800,737,2017/11/26,3601,0.1,100,96,包头,安陆,ANL,北京
BAV,BJS,中国国际航空公司,CA1142,包头机场,BAV,首都国际机场,PEK,09:40,201711160940,10:50,201711161050,738,2017/11/16,2625,0.4,260,251,包头,安庆,AQG,北京
BAV,BJS,中国国际航空公司,CA1262,包头机场,BAV,首都国际机场,PEK,11:45,201711061145,12:55,201711061255,738,2017/11/6,2067,0.1,120,117,包头,安顺,ANS,北京
BAV,BJS,中国国际航空公司,CA1136,包头机场,BAV,首都国际机场,PEK,16:10,201711221610,17:20,201711221720,738,2017/11/22,3120,0.36,100,97,包头,鞍山,AOG,北京
BAV,BJS,中国国际航空公司,CA1108,包头机场,BAV,首都国际机场,PEK,07:10,201712010710,08:20,201712010820,733,2017/12/1,2051,0.2,230,220,包头,澳门,MFM,北京
BAV,KMG,中国南方航空(集团)公司,CZ6239,包头机场,BAV,巫家坝国际机场,KMG,11:50,201712221150,15:15,201712221515,319,2017/12/22,2600,0.3,230,225,包头,蚌埠,BFU,昆明
BAV,KMG,中国南方航空(集团)公司,CZ6465,包头机场,BAV,巫家坝国际机场,KMG,11:50,201712141150,15:15,201712141515,319,2017/12/14,1530,0.4,270,264,包头,北安,BEA,昆明
BAV,SHE,中国南方航空(集团)公司,CZ6456,包头机场,BAV,桃仙机场,SHE,17:30,201712041730,19:00,201712041900,JET,2017/12/4,3785,0.05,180,175,包头,安阳,AYN,沈阳
BAV,CGQ,中国南方航空(集团)公司,CZ6466,包头机场,BAV,长春龙嘉国际机场,CGQ,20:40,201711132040,22:40,201711132240,319,2017/11/13,2505,0.4,160,150,包头,白城,BAC,长春
BAV,CGQ,中国南方航空(集团)公司,CZ6240,包头机场,BAV,长春龙嘉国际机场,CGQ,20:40,201711182040,22:40,201711182240,319,2017/11/18,2608,0.3,230,224,包头,保定,BAD,长春
BHY,BJS,中国南方航空(集团)公司,CZ3147,福城机场,BHY,首都国际机场,PEK,08:00,201712270800,12:35,201712271235,320,2017/12/27,3461,0.3,160,154,北海,北流,BEL,北京
BHY,BJS,中国国际航空公司,CA1882,福城机场,BHY,首都国际机场,PEK,16:00,201712301600,19:10,201712301910,733,2017/12/30,2134,0.5,260,254,北海,博乐,BOL,北京
BHY,CTU,鹰联航空公司,EU2716,福城机场,BHY,双流国际机场,CTU,18:10,201711211810,20:10,201711212010,319,2017/11/21,1915,0.5,210,207,北海,北宁,BEN,成都
BHY,CKG,鹰联航空公司,EU2717,福城机场,BHY,江北国际机场,CKG,09:50,201712170950,11:20,201712171120,319,2017/12/17,1729,0.2,290,284,北海,毕节,BIJ,重庆
BHY,CAN,中国南方航空(集团)公司,CZ3354,福城机场,BHY,新白云国际机场,CAN,07:50,201711070750,09:05,201711070905,JET,2017/11/7,3521,0.04,260,251,北海,白山,BAS,广州
BHY,CAN,中国南方航空(集团)公司,CZ3352,福城机场,BHY,新白云国际机场,CAN,12:30,201711111230,13:30,201711111330,JET,2017/11/11,1226,0.1,280,275,北海,百色,BSI,广州
BHY,SYX,鹰联航空公司,EU2719,福城机场,BHY,凤凰国际机场,SYX,14:20,201712111420,14:55,201712111455,319,2017/12/11,3351,0.24,130,124,北海,北戴河,BDH,三亚
BHY,CSX,中国南方航空(集团)公司,CZ3147,福城机场,BHY,黄花机场,CSX,08:00,201711020800,09:30,201711020930,320,2017/11/2,1858,0.3,240,230,北海,宝鸡,BAJ,长沙
BHY,CSX,中国南方航空(集团)公司,CZ2890,福城机场,BHY,黄花机场,CSX,07:00,201712230700,08:30,201712230830,320,2017/12/23,1999,0.3,290,287,北海,北海,BHY,长沙
BHY,CSX,中国南方航空(集团)公司,CZ3620,福城机场,BHY,黄花机场,CSX,18:10,201712131810,19:50,201712131950,733,2017/12/13,3088,0.4,160,152,北海,北京,BJS,长沙
BHY,CGO,中国南方航空(集团)公司,CZ3620,福城机场,BHY,新郑机场,CGO,18:10,201711101810,22:00,201711102200,733,2017/11/10,2509,0.1,300,291,北海,保山,BSD,郑州
BJS,YCU,中国国际航空公司,CA1133,首都国际机场,PEK,运城关公机场,YCU,08:30,201711160830,10:05,201711161005,733,2017/11/16,3286,0.2,180,176,北京,温州,WNZ, 运城
BJS,YCU,中国国际航空公司,CA1237,首都国际机场,PEK,运城关公机场,YCU,14:10,201711201410,15:35,201711201535,738,2017/11/20,3628,0,100,93,北京,梧州,WUZ, 运城
BJS,NBS,中国南方航空(集团)公司,CZ6394,首都国际机场,PEK,长白山机场,NBS,20:40,201711142040,22:40,201711142240,321,2017/11/14,3250,0.3,210,200,北京,项城,XCH, 长白山
BJS,BAV,中国国际航空公司,CA1121,首都国际机场,PEK,包头机场,BAV,18:25,201711271825,19:25,201711271925,738,2017/11/27,1950,0.2,100,97,北京,昌吉,CHJ,包头
BJS,BAV,中国国际航空公司,CA1107,首都国际机场,PEK,包头机场,BAV,20:10,201712232010,21:20,201712232120,733,2017/12/23,2700,0.4,290,285,北京,常宁,CHN,包头
BJS,BAV,中国国际航空公司,CA1141,首都国际机场,PEK,包头机场,BAV,07:30,201711200730,08:30,201711200830,738,2017/11/20,2267,0,220,217,北京,巢湖,CHU,包头
BJS,BAV,中国国际航空公司,CA1261,首都国际机场,PEK,包头机场,BAV,09:45,201712090945,10:55,201712091055,738,2017/12/9,1871,0.1,220,214,北京,澄海,CHA,包头
BJS,BAV,上海航空公司,FM2909,南苑机场,NAY,包头机场,BAV,15:10,201711181510,16:20,201711181620,737,2017/11/18,1360,0.2,120,112,北京,赤峰,CIF,包头
BJS,BAV,中国国际航空公司,CA1135,首都国际机场,PEK,包头机场,BAV,14:10,201711141410,15:20,201711141520,738,2017/11/14,2831,0.5,180,175,北京,从化,COH,包头
BJS,BAV,上海航空公司,FM2945,南苑机场,NAY,包头机场,BAV,18:50,201712221850,19:50,201712221950,737,2017/12/22,3398,0.3,290,283,北京,长葛,CGE,包头
BJS,BHY,中国南方航空(集团)公司,CZ3148,首都国际机场,PEK,福城机场,BHY,19:55,201712281955,00:40,201712280040,320,2017/12/28,2786,0.1,200,194,北京,佛山,FUO,北海
BJS,BHY,中国国际航空公司,CA1881,首都国际机场,PEK,福城机场,BHY,11:35,201712221135,15:00,201712221500,733,2017/12/22,2895,0.06,290,280,北京,福清,FUQ,北海
BJS,CGD,中国南方航空(集团)公司,CZ3188,首都国际机场,PEK,桃花源机场,CGD,15:20,201712291520,17:50,201712291750,320,2017/12/29,2077,0.4,120,112,北京,平顶山,PDS,常德
BJS,CZX,上海航空公司,FM2925,南苑机场,NAY,奔牛机场,CZX,08:00,201711150800,09:40,201711150940,738,2017/11/15,3307,0.13,280,273,北京,大安,DAA,常州
BJS,CZX,中国国际航空公司,CA1825,首都国际机场,PEK,奔牛机场,CZX,13:35,201712171335,15:15,201712171515,JET,2017/12/17,1901,0.4,250,244,北京,大丰,DAF,常州
BJS,CZX,中国国际航空公司,CA1863,首都国际机场,PEK,奔牛机场,CZX,08:15,201711170815,10:00,201711171000,733,2017/11/17,3257,0.1,140,136,北京,丹东,DDG,常州
BJS,CTU,中国国际航空公司,CA4114,首都国际机场,PEK,双流国际机场,CTU,12:00,201711051200,14:45,201711051445,JET,2017/11/5,1728,0.2,220,214,北京,莱州,LZU,成都
BJS,CTU,中国国际航空公司,CA422,首都国际机场,PEK,双流国际机场,CTU,13:00,201712231300,15:35,201712231535,319,2017/12/23,1909,0,190,183,北京,兰州,LHW,成都
BJS,CTU,四川航空股份有限公司,3U8884,首都国际机场,PEK,双流国际机场,CTU,13:10,201711301310,15:50,201711301550,320,2017/11/30,2949,0.4,130,123,北京,阆中,LAZ,成都
BJS,CTU,中国国际航空公司,CA4108,首都国际机场,PEK,双流国际机场,CTU,14:00,201711261400,16:45,201711261645,757,2017/11/26,3307,0.03,300,297,北京,雷州,LEZ,成都
BJS,CTU,上海航空公司,FM2283,南苑机场,NAY,双流国际机场,CTU,15:55,201712261555,18:20,201712261820,738,2017/12/26,2636,0,240,230,北京,溧阳,LYN,成都
BJS,CTU,四川航空股份有限公司,3U8882,首都国际机场,PEK,双流国际机场,CTU,10:55,201711021055,13:50,201711021350,321,2017/11/2,3548,0.2,180,170,北京,连云港,LYG,成都
BJS,CTU,中国国际航空公司,CA4116,首都国际机场,PEK,双流国际机场,CTU,15:00,201712281500,17:45,201712281745,321,2017/12/28,2586,0.19,290,283,北京,连州,LHO,成都
BJS,CTU,四川航空股份有限公司,3U8896,首都国际机场,PEK,双流国际机场,CTU,07:50,201711280750,09:55,201711280955,320,2017/11/28,2180,0.5,300,290,北京,涟源,LYU,成都
BJS,CTU,中国国际航空公司,CA1405,首都国际机场,PEK,双流国际机场,CTU,08:00,201711180800,10:45,201711181045,JET,2017/11/18,1867,0,190,180,北京,辽阳,LIY,成都
BJS,CTU,中国南方航空(集团)公司,CZ6161,首都国际机场,PEK,双流国际机场,CTU,08:45,201712080845,11:20,201712081120,321,2017/12/8,2712,0.4,160,156,北京,辽源,LIU,成都
BJS,CTU,四川航空股份有限公司,3U8886,首都国际机场,PEK,双流国际机场,CTU,15:25,201711191525,18:05,201711191805,321,2017/11/19,2516,0.2,260,253,北京,林芝,LZI,成都
BJS,CTU,中国国际航空公司,CA1407,首都国际机场,PEK,双流国际机场,CTU,16:00,201712021600,18:45,201712021845,JET,2017/12/2,2822,0.1,150,145,北京,林芝地区,LIZ,成都
BJS,CTU,中国国际航空公司,CA945,首都国际机场,PEK,双流国际机场,CTU,15:30,201711121530,18:10,201711121810,757,2017/11/12,1594,0.4,200,193,北京,林州,LZN,成都
BJS,CTU,中国国际航空公司,CA4112,首都国际机场,PEK,双流国际机场,CTU,09:00,201712270900,11:45,201712271145,JET,2017/12/27,1285,0,100,96,北京,临沂,LYI,成都
BJS,CTU,中国南方航空(集团)公司,CZ3903,首都国际机场,PEK,双流国际机场,CTU,16:00,201712191600,18:35,201712191835,321,2017/12/19,3133,0.1,230,225,北京,柳州,LZH,成都
BJS,CTU,中国国际航空公司,CA1415,首都国际机场,PEK,双流国际机场,CTU,10:00,201712041000,12:30,201712041230,321,2017/12/4,1907,0.4,230,224,北京,龙岩,LOY,成都
BJS,CTU,中国国际航空公司,CA4102,首都国际机场,PEK,双流国际机场,CTU,11:00,201712071100,13:45,201712071345,321,2017/12/7,2921,0.1,200,197,北京,泸州,LZO,成都
BJS,CTU,中国国际航空公司,CA4188,首都国际机场,PEK,双流国际机场,CTU,17:50,201711121750,22:00,201711122200,319,2017/11/12,3225,0.4,160,155,北京,麻城,MAC,成都
BJS,CTU,中国国际航空公司,CA1425,首都国际机场,PEK,双流国际机场,CTU,17:00,201711221700,19:30,201711221930,JET,2017/11/22,2966,0.3,170,160,北京,马鞍山,MAA,成都
BJS,CTU,中国国际航空公司,CA4110,首都国际机场,PEK,双流国际机场,CTU,19:00,201712161900,21:45,201712162145,321,2017/12/16,3065,0.4,100,92,北京,茂名,MAM,成都
